uidA	uidB	aliasA	aliasB	method	author	pmids	taxa	taxb	interactionType	sourcedb	confidence	numParticipants	GeneNameA	GeneNameB
Q06706	P38874	elp1_yeast	elp5_yeast	psi-mi:"MI:0415"(enzymatic study)	Petrakis et al. (2004)	pubmed:15138274|imex:IM-19261	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	Intact	intact-miscore:0.94	2	IKI3	IKI1
Q06706	Q04868	elp1_yeast	elp6_yeast	psi-mi:"MI:0415"(enzymatic study)	Petrakis et al. (2004)	pubmed:15138274|imex:IM-19261	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	Intact	intact-miscore:0.84	2	IKI3	ELP6
P38874	Q04868	elp5_yeast	elp6_yeast	psi-mi:"MI:0018"(two hybrid)	Uetz et al. (2000)	pubmed:10688190|mint:MINT-5212268	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	Intact	intact-miscore:0.87	2	IKI1	ELP6
Q04868	Q02884	elp6_yeast	elp4_yeast	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Lin et al. (2012)	pubmed:22556426|imex:IM-20530	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	Intact	intact-miscore:0.90	2	ELP6	ELP4
Q04868	P38874	elp6_yeast	elp5_yeast	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Lin et al. (2012)	pubmed:22556426|imex:IM-20530	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	Intact	intact-miscore:0.87	2	ELP6	IKI1
Q04868	Q04868	elp6_yeast	elp6_yeast	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Lin et al. (2012)	pubmed:22556426|imex:IM-20530	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	Intact	intact-miscore:0.56	2	ELP6	ELP6
Q04868	Q02884	elp6_yeast	elp4_yeast	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Lin et al. (2012)	pubmed:22556426|imex:IM-20530	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	Intact	intact-miscore:0.90	2	ELP6	ELP4
Q04868	P38874	elp6_yeast	elp5_yeast	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Lin et al. (2012)	pubmed:22556426|imex:IM-20530	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	Intact	intact-miscore:0.87	2	ELP6	IKI1
P61830	Q02884	h3_yeast	elp4_yeast	psi-mi:"MI:0096"(pull down)	Lin et al. (2012)	pubmed:22556426|imex:IM-20530	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	Intact	intact-miscore:0.35	2	HHT1	ELP4
P61830	P38874	h3_yeast	elp5_yeast	psi-mi:"MI:0096"(pull down)	Lin et al. (2012)	pubmed:22556426|imex:IM-20530	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	Intact	intact-miscore:0.35	2	HHT1	IKI1
P61830	Q04868	h3_yeast	elp6_yeast	psi-mi:"MI:0096"(pull down)	Lin et al. (2012)	pubmed:22556426|imex:IM-20530	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	Intact	intact-miscore:0.35	2	HHT1	ELP6
Q04868	P32589	elp6_yeast	hsp7f_yeast	psi-mi:"MI:0676"(tandem affinity purification)	Gong et al. (2009)	pubmed:19536198	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	Intact	intact-miscore:0.35	2	ELP6	SSE1
Q02908	P34253	elp3_yeast	kti12_yeast	psi-mi:"MI:0676"(tandem affinity purification)	Lambert et al. (2010)	pubmed:21179020|imex:IM-14085	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	Intact	author score:High|intact-miscore:0.53	2	ELP3	KTI12
Q02908	P29295	elp3_yeast	hrr25_yeast	psi-mi:"MI:0676"(tandem affinity purification)	Lambert et al. (2010)	pubmed:21179020|imex:IM-14085	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	Intact	author score:High|intact-miscore:0.53	2	ELP3	HRR25
Q02908	P10591	elp3_yeast	hsp71_yeast	psi-mi:"MI:0676"(tandem affinity purification)	Gong et al. (2009)	pubmed:19536198	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	Intact	intact-miscore:0.35	2	ELP3	SSA1
Q02884	P10591	elp4_yeast	hsp71_yeast	psi-mi:"MI:0676"(tandem affinity purification)	Gong et al. (2009)	pubmed:19536198	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	Intact	intact-miscore:0.35	2	ELP4	SSA1
Q04868	P10591	elp6_yeast	hsp71_yeast	psi-mi:"MI:0676"(tandem affinity purification)	Gong et al. (2009)	pubmed:19536198	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	Intact	intact-miscore:0.35	2	ELP6	SSA1
Q04409	P10591	emi2_yeast	hsp71_yeast	psi-mi:"MI:0676"(tandem affinity purification)	Gong et al. (2009)	pubmed:19536198	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	Intact	intact-miscore:0.64	2	EMI2	SSA1
P11484	Q02884	ssb1_yeast	elp4_yeast	psi-mi:"MI:0676"(tandem affinity purification)	Gong et al. (2009)	pubmed:19536198	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	Intact	intact-miscore:0.35	2	SSB1	ELP4
Q04868	P11484	elp6_yeast	ssb1_yeast	psi-mi:"MI:0676"(tandem affinity purification)	Gong et al. (2009)	pubmed:19536198	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	Intact	intact-miscore:0.35	2	ELP6	SSB1
Q04868	P06774	elp6_yeast	hap2_yeast	psi-mi:"MI:0018"(two hybrid)	Uetz et al. (2000)	pubmed:10688190|mint:MINT-5212268	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	Intact	intact-miscore:0.37	2	ELP6	HAP2
Q02516	P06774	hap5_yeast	hap2_yeast	psi-mi:"MI:0018"(two hybrid)	Uetz et al. (2000)	pubmed:10688190|mint:MINT-5212268	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	Intact	intact-miscore:0.86	2	HAP5	HAP2
Q02516	Q04868	hap5_yeast	elp6_yeast	psi-mi:"MI:0018"(two hybrid)	Uetz et al. (2000)	pubmed:10688190|mint:MINT-5212268	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	Intact	intact-miscore:0.37	2	HAP5	ELP6
P31386	Q3E840	ats1_yeast	dph3_yeast	psi-mi:"MI:0096"(pull down)	Glatt et al. (2015)	pubmed:25543256|doi:"https://doi.org/10.1016/j.str.2014.11.008"|imex:IM-24195	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	Intact	intact-miscore:0.81	2	ATS1	KTI11
Q3E840	Q06706	dph3_yeast	elp1_yeast	psi-mi:"MI:0676"(tandem affinity purification)	Krogan et al. (2006)	pubmed:16554755|imex:IM-15332|mint:MINT-5218454	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	Intact	intact-miscore:0.40	2	KTI11	IKI3
Q3E840	P42935	dph3_yeast	elp2_yeast	psi-mi:"MI:0111"(dihydrofolate reductase reconstruction)	Tarassov et al. (2008)	pubmed:18467557|mint:MINT-6673767|imex:IM-14275	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	Intact	author score:99.00|intact-miscore:0.37	2	KTI11	ELP2
Q02908	Q3E840	elp3_yeast	dph3_yeast	psi-mi:"MI:0111"(dihydrofolate reductase reconstruction)	Tarassov et al. (2008)	pubmed:18467557|mint:MINT-6673767|imex:IM-14275	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	Intact	author score:99.00|intact-miscore:0.57	2	ELP3	KTI11
Q02908	P34253	elp3_yeast	kti12_yeast	psi-mi:"MI:0676"(tandem affinity purification)	Lambert et al. (2010)	pubmed:21179020|imex:IM-14085	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	Intact	author score:High|intact-miscore:0.53	2	ELP3	KTI12
P34253	P10592	kti12_yeast	hsp72_yeast	psi-mi:"MI:0676"(tandem affinity purification)	Gong et al. (2009)	pubmed:19536198	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	Intact	intact-miscore:0.35	2	KTI12	SSA2
P34253	P42935	kti12_yeast	elp2_yeast	psi-mi:"MI:0676"(tandem affinity purification)	Krogan et al. (2006)	pubmed:16554755|imex:IM-15332|mint:MINT-5218454	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	Intact	intact-miscore:0.40	2	KTI12	ELP2
